job_role,skills,domain,required_skills,demand_level_india,experience_alignment
Senior Dietitian,"nutrition planning, diet counseling, meal plans, patient assessment, therapeutic diets",Healthcare,"diet assessment, nutrition counseling, therapeutic meal planning, patient education, clinical nutrition, progress monitoring",Medium,Advanced
Principal Dietitian,"nutrition planning, diet counseling, meal plans, patient assessment, therapeutic diets",Healthcare,"diet assessment, nutrition counseling, therapeutic meal planning, patient education, clinical nutrition, progress monitoring",Medium,Advanced
Embedded Systems Engineer,"embedded systems, microcontrollers, firmware, electronics, real time systems",Engineering,"c or c plus plus, microcontroller programming, firmware debugging, circuit understanding, embedded testing, serial communication",High,Intermediate
Assistant Embedded Systems Engineer,"embedded systems, microcontrollers, firmware, electronics, real time systems",Engineering,"c or c plus plus, microcontroller programming, firmware debugging, circuit understanding, embedded testing, serial communication",High,Beginner
Junior Embedded Systems Engineer,"embedded systems, microcontrollers, firmware, electronics, real time systems",Engineering,"c or c plus plus, microcontroller programming, firmware debugging, circuit understanding, embedded testing, serial communication",High,Beginner
Lead Embedded Systems Engineer,"embedded systems, microcontrollers, firmware, electronics, real time systems",Engineering,"c or c plus plus, microcontroller programming, firmware debugging, circuit understanding, embedded testing, serial communication",High,Advanced
Senior Embedded Systems Engineer,"embedded systems, microcontrollers, firmware, electronics, real time systems",Engineering,"c or c plus plus, microcontroller programming, firmware debugging, circuit understanding, embedded testing, serial communication",High,Advanced
Principal Embedded Systems Engineer,"embedded systems, microcontrollers, firmware, electronics, real time systems",Engineering,"c or c plus plus, microcontroller programming, firmware debugging, circuit understanding, embedded testing, serial communication",High,Advanced
Emergency Medical Technician,"emergency care, trauma response, patient stabilization, ambulance support, first aid",Healthcare,"basic life support, trauma care, emergency transport, patient assessment, first aid, emergency documentation",High,Beginner
Assistant Emergency Medical Technician,"emergency care, trauma response, patient stabilization, ambulance support, first aid",Healthcare,"basic life support, trauma care, emergency transport, patient assessment, first aid, emergency documentation",High,Beginner
Junior Emergency Medical Technician,"emergency care, trauma response, patient stabilization, ambulance support, first aid",Healthcare,"basic life support, trauma care, emergency transport, patient assessment, first aid, emergency documentation",High,Beginner
Lead Emergency Medical Technician,"emergency care, trauma response, patient stabilization, ambulance support, first aid",Healthcare,"basic life support, trauma care, emergency transport, patient assessment, first aid, emergency documentation",High,Advanced
Senior Emergency Medical Technician,"emergency care, trauma response, patient stabilization, ambulance support, first aid",Healthcare,"basic life support, trauma care, emergency transport, patient assessment, first aid, emergency documentation",High,Advanced
Principal Emergency Medical Technician,"emergency care, trauma response, patient stabilization, ambulance support, first aid",Healthcare,"basic life support, trauma care, emergency transport, patient assessment, first aid, emergency documentation",High,Advanced
Endocrinologist,"endocrinology, hormone disorders, diabetes care, patient diagnosis, metabolic treatment",Healthcare,"hormonal assessment, diabetes management, patient diagnosis, treatment planning, lab interpretation, chronic care management",Medium,Advanced
Assistant Endocrinologist,"endocrinology, hormone disorders, diabetes care, patient diagnosis, metabolic treatment",Healthcare,"hormonal assessment, diabetes management, patient diagnosis, treatment planning, lab interpretation, chronic care management",Medium,Beginner
Junior Endocrinologist,"endocrinology, hormone disorders, diabetes care, patient diagnosis, metabolic treatment",Healthcare,"hormonal assessment, diabetes management, patient diagnosis, treatment planning, lab interpretation, chronic care management",Medium,Beginner
Lead Endocrinologist,"endocrinology, hormone disorders, diabetes care, patient diagnosis, metabolic treatment",Healthcare,"hormonal assessment, diabetes management, patient diagnosis, treatment planning, lab interpretation, chronic care management",Medium,Advanced
Senior Endocrinologist,"endocrinology, hormone disorders, diabetes care, patient diagnosis, metabolic treatment",Healthcare,"hormonal assessment, diabetes management, patient diagnosis, treatment planning, lab interpretation, chronic care management",Medium,Advanced
Principal Endocrinologist,"endocrinology, hormone disorders, diabetes care, patient diagnosis, metabolic treatment",Healthcare,"hormonal assessment, diabetes management, patient diagnosis, treatment planning, lab interpretation, chronic care management",Medium,Advanced
Epidemiologist,"epidemiology, disease surveillance, public health research, data interpretation, outbreak analysis",Healthcare,"disease surveillance, statistical analysis, outbreak investigation, public health reporting, research methods, data interpretation",Medium,Advanced
Assistant Epidemiologist,"epidemiology, disease surveillance, public health research, data interpretation, outbreak analysis",Healthcare,"disease surveillance, statistical analysis, outbreak investigation, public health reporting, research methods, data interpretation",Medium,Beginner
Junior Epidemiologist,"epidemiology, disease surveillance, public health research, data interpretation, outbreak analysis",Healthcare,"disease surveillance, statistical analysis, outbreak investigation, public health reporting, research methods, data interpretation",Medium,Beginner
Lead Epidemiologist,"epidemiology, disease surveillance, public health research, data interpretation, outbreak analysis",Healthcare,"disease surveillance, statistical analysis, outbreak investigation, public health reporting, research methods, data interpretation",Medium,Advanced
Senior Epidemiologist,"epidemiology, disease surveillance, public health research, data interpretation, outbreak analysis",Healthcare,"disease surveillance, statistical analysis, outbreak investigation, public health reporting, research methods, data interpretation",Medium,Advanced
Principal Epidemiologist,"epidemiology, disease surveillance, public health research, data interpretation, outbreak analysis",Healthcare,"disease surveillance, statistical analysis, outbreak investigation, public health reporting, research methods, data interpretation",Medium,Advanced
Ethical Hacker,"ethical hacking, penetration testing, vulnerability analysis, exploit validation, security auditing",Security,"penetration testing, vulnerability scanning, web security testing, network exploitation, reporting, kali linux",High,Intermediate
